img_path,top_category,top_color,bottom_category,bottom_color,top_color_cluster,bottom_color_cluster
..\object_detection\ClothesCategory_v9\test\images\40516010_jpg.rf.227e72a349a7b1ab838e22bc34901040.jpg,mtm,xkcd:dark,cottonpants,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\4054008_jpg.rf.a0ef9e9741634c77bac78e92150b1d93.jpg,longsleeve,xkcd:light grey blue,slacks,xkcd:almost black,76,-1
..\object_detection\ClothesCategory_v9\test\images\40558390_jpg.rf.9a7e2ca0ee84920ddd6b0162dd1fe6ea.jpg,shortsleeve,xkcd:purplish grey,denimpants,xkcd:dark grey blue,21,72
..\object_detection\ClothesCategory_v9\test\images\40595556_jpg.rf.ce8eff5949d43fdf9251c6e43b84205c.jpg,cardigan,xkcd:cool grey,denimpants,xkcd:charcoal,19,49
..\object_detection\ClothesCategory_v9\test\images\40666943_jpg.rf.680e592767d11e550bfb42fff32ca1a4.jpg,padding,xkcd:dark,denimpants,xkcd:charcoal,-1,49
..\object_detection\ClothesCategory_v9\test\images\40699961_jpg.rf.8279497593bfb85b630624e14e98590a.jpg,padding,xkcd:dark maroon,slacks,xkcd:almost black,66,-1
..\object_detection\ClothesCategory_v9\test\images\40704189_jpg.rf.e59b3086a2a1fe21b7488dd56795d168.jpg,jacket,xkcd:dark,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\40709733_jpg.rf.22a32f3134c3785b212d000f6207559b.jpg,jacket,xkcd:almost black,trainingpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\40972335_jpg.rf.9052c7f7977e8693a54866ca81aa2fad.jpg,hoodies,xkcd:bluegreen,cottonpants,xkcd:dark grey,2,49
..\object_detection\ClothesCategory_v9\test\images\41034228_blurr_jpg.rf.63cfa135eb9ceadff87b3815c47678b2.jpg,cardigan,xkcd:faded pink,cottonpants,xkcd:light grey,51,-1
..\object_detection\ClothesCategory_v9\test\images\41035041_jpg.rf.67452618bcb34e6b4175ee20e7e7f5ac.jpg,cardigan,xkcd:black,skirt,xkcd:silver,-1,-1
..\object_detection\ClothesCategory_v9\test\images\41045641_jpg.rf.78837258d936374afbd42da79c1b5837.jpg,cardigan,xkcd:midnight,skirt,xkcd:bland,38,14
..\object_detection\ClothesCategory_v9\test\images\41209797_jpg.rf.dc2784c2c4dba048d2a036d5ca567e65.jpg,hoodies,xkcd:dark,trainingpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\41360549_jpg.rf.c57c7ce99e03b0801d1e191d2aaea502.jpg,longsleeve,xkcd:greyish brown,shortpants,xkcd:almost black,17,-1
..\object_detection\ClothesCategory_v9\test\images\41426731_jpg.rf.3d4afa584810fdeb55fccb7b0ea5b721.jpg,longsleeve,xkcd:almost black,trainingpants,xkcd:grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\41552958_jpg.rf.5ec4caf6dd057aa299eb9471186ce427.jpg,hoodies,xkcd:light grey,denimpants,xkcd:metallic blue,-1,12
..\object_detection\ClothesCategory_v9\test\images\41597656_jpg.rf.de6b5c4883bd0fe1c1aa5c067be28e00.jpg,mtm,xkcd:soft pink,shortpants,xkcd:dark,30,-1
..\object_detection\ClothesCategory_v9\test\images\41763420_jpg.rf.aa4ca13962e890dda039cf0afef3d2db.jpg,hoodies,xkcd:almost black,cottonpants,xkcd:purple brown,-1,15
..\object_detection\ClothesCategory_v9\test\images\4180877_jpg.rf.916fd92672ce53efb827b745db1b5d30.jpg,hoodies,xkcd:charcoal,denimpants,xkcd:almost black,49,-1
..\object_detection\ClothesCategory_v9\test\images\4183871_jpg.rf.ae914118451ec113f24e9b8d3cfb6840.jpg,mtm,xkcd:almost black,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\41853472_blurr_jpg.rf.d2dc7f165501f0beccf9c3e61bec8fbd.jpg,shortsleeve,xkcd:pale grey,denimpants,xkcd:almost black,9,-1
..\object_detection\ClothesCategory_v9\test\images\41858452_blurr_jpg.rf.433b5f5d8f55b22dac3e3124205dc261.jpg,cardigan,xkcd:blush,cottonpants,xkcd:chocolate brown,39,59
..\object_detection\ClothesCategory_v9\test\images\42104082_jpg.rf.f5aad9458fd40eb1fe13a5c87ffc3cf8.jpg,cardigan,xkcd:cool grey,skirt,xkcd:charcoal grey,19,49
..\object_detection\ClothesCategory_v9\test\images\42117645_jpg.rf.f4b5e9d36bc491e4e16fbdd487c2a8ba.jpg,shortsleeve,xkcd:dark,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\42123657_blurr_jpg.rf.c08603dfedb60e0a8916b2847e45a3e1.jpg,blazer,xkcd:dark,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\42158810_blurr_jpg.rf.0e56d5102551b5ea908debf46cf073d9.jpg,blazer,xkcd:almost black,slacks,xkcd:bluey grey,-1,19
..\object_detection\ClothesCategory_v9\test\images\42177274_jpg.rf.e18435cf2f7135c5112777195d408d5a.jpg,shortsleeve,xkcd:pale rose,trainingpants,xkcd:greyish,30,14
..\object_detection\ClothesCategory_v9\test\images\42472908_jpg.rf.8d2ee8bbd92035e42ded16eea7779edd.jpg,cardigan,xkcd:charcoal,slacks,xkcd:black,49,-1
..\object_detection\ClothesCategory_v9\test\images\42564563_jpg.rf.b54261b4539e0eb4d32fc84a1a80b088.jpg,shirt,xkcd:ice blue,shortpants,xkcd:dark,0,-1
..\object_detection\ClothesCategory_v9\test\images\42755776_jpg.rf.517aa6b4547d28ccb3774d6c824ff285.jpg,blazer,xkcd:almost black,denimpants,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\42861305_jpg.rf.48540b80da04919484e871e9c186a157.jpg,shortsleeve,xkcd:almost black,cottonpants,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\43097095_jpg.rf.4a42fa7b0aa5bc82fec48b323e8750ad.jpg,shortsleeve,xkcd:white,shortpants,xkcd:cement,9,14
..\object_detection\ClothesCategory_v9\test\images\43098366_jpg.rf.f308e6039edf935a04da64114a1f3d26.jpg,blazer,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\43176187_jpg.rf.39e3666f7560219aac7e552e0fb0921d.jpg,mtm,xkcd:white,slacks,xkcd:black,9,-1
..\object_detection\ClothesCategory_v9\test\images\43265215_jpg.rf.f83220a0f9614dc166a819398716b506.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\43345955_jpg.rf.c5489b0057683679581820b6785979c3.jpg,cardigan,xkcd:purplish brown,denimpants,xkcd:dark,15,-1
..\object_detection\ClothesCategory_v9\test\images\43368522_jpg.rf.300de7c864feb3025f627fab6a690d34.jpg,mtm,xkcd:beige,slacks,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\4372427_jpg.rf.89566469a31135dae8eac65f5787aa45.jpg,longsleeve,xkcd:reddish grey,slacks,xkcd:charcoal,17,49
..\object_detection\ClothesCategory_v9\test\images\44098240_blurr_jpg.rf.82fd39d6f86a3c79e007fa9c7f0761e2.jpg,cardigan,xkcd:brownish grey,skirt,xkcd:greyish,17,14
..\object_detection\ClothesCategory_v9\test\images\44098654_jpg.rf.d9f194bdee354bdc96345acdc064f5b7.jpg,shortsleeve,xkcd:bluegrey,skirt,xkcd:warm grey,19,70
..\object_detection\ClothesCategory_v9\test\images\44249643_jpg.rf.d3f9637314a05a637db5962edea4b76f.jpg,jacket,xkcd:dark,denimpants,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\44263480_jpg.rf.4603ca38cdd0eb067bef88d5c31ec817.jpg,shortsleeve,xkcd:pale brown,shortpants,xkcd:black,14,-1
..\object_detection\ClothesCategory_v9\test\images\44275066_jpg.rf.44766c98fc78ead46d227ca2f5b9a15b.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\44282386_jpg.rf.7356bbb0a67c2f39e47ad2f3063ea2cf.jpg,shortsleeve,xkcd:medium grey,skirt,xkcd:charcoal,21,49
..\object_detection\ClothesCategory_v9\test\images\44294036_jpg.rf.db6928ec4eb1a17b7587fbfbba9db709.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\44338746_jpg.rf.98fc185edcf64bd49b7461e25857785b.jpg,shortsleeve,xkcd:cloudy blue,shortpants,xkcd:mushroom,76,14
..\object_detection\ClothesCategory_v9\test\images\44362961_blurr_jpg.rf.d951ac90837ac09ac1de33ed251f58dd.jpg,shortsleeve,xkcd:black,shortpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\44406507_jpg.rf.098647663437cc7833fadaa041da6393.jpg,shirt,xkcd:dark blue grey,denimpants,xkcd:greyblue,72,19
..\object_detection\ClothesCategory_v9\test\images\44630844_blurr_jpg.rf.71e47331a284928f61c9f3c09b772bbe.jpg,shortsleeve,xkcd:pastel blue,shortpants,xkcd:pastel blue,11,11
..\object_detection\ClothesCategory_v9\test\images\44635552_jpg.rf.16b1b08ee902482e2eee799bd48055b1.jpg,shortsleeve,xkcd:warm grey,trainingpants,xkcd:greyish brown,70,17
..\object_detection\ClothesCategory_v9\test\images\44774428_jpg.rf.f5f0c4ffb8cfb2dce09b44bee56c7a00.jpg,mtm,xkcd:almost black,trainingpants,xkcd:light grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\44868902_jpg.rf.91916890588e7168526b3bb99a0cd242.jpg,shortsleeve,xkcd:pinkish grey,skirt,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\44915886_jpg.rf.4b960778f54509f62a8f633bdac4b500.jpg,shortsleeve,xkcd:grey,skirt,xkcd:almost black,70,-1
..\object_detection\ClothesCategory_v9\test\images\44921342_jpg.rf.195f90f7ff7a908373f75a8d6c2ecacf.jpg,shortsleeve,xkcd:black,skirt,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\44937598_jpg.rf.f81546e5effb0a436c2ff9b868c38e48.jpg,shirt,xkcd:ice blue,shortpants,xkcd:dark grey blue,0,72
..\object_detection\ClothesCategory_v9\test\images\45000361_jpg.rf.9ef325c19ef5316359605daad0e67373.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\45175501_blurr_jpg.rf.fb01e79daf697a18f50e3ce180c3dc96.jpg,hoodies,xkcd:charcoal grey,shortpants,xkcd:gunmetal,49,36
..\object_detection\ClothesCategory_v9\test\images\45210324_jpg.rf.61c4d4523417cc4da1807704137df81d.jpg,shortsleeve,xkcd:black,skirt,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\45233810_jpg.rf.43e20297c8ffd3a51d5fdb2351f0f789.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\45297658_jpg.rf.fb6cfbd2688c3792970e7dbb15115da1.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:medium grey,-1,21
..\object_detection\ClothesCategory_v9\test\images\45454452_jpg.rf.65eeb1ad8ae23a74b258db94835e0277.jpg,shortsleeve,xkcd:bluey grey,shortpants,xkcd:charcoal,19,49
..\object_detection\ClothesCategory_v9\test\images\45464772_jpg.rf.8ebd620352c5d3be0c1e6474efe995db.jpg,mtm,xkcd:light grey,shortpants,xkcd:greyblue,-1,19
..\object_detection\ClothesCategory_v9\test\images\45633335_jpg.rf.c0eff64ce5c42e5064bc9f232245469e.jpg,mtm,xkcd:black,shortpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\45706798_jpg.rf.dd45f15741b09d402bc53342393c542c.jpg,shortsleeve,xkcd:very light pink,cottonpants,xkcd:dark,9,-1
..\object_detection\ClothesCategory_v9\test\images\45741266_jpg.rf.34121deba54a242a3938ac2415174986.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\45889530_jpg.rf.3d467d7b2863e2291f9ece5f1283e6a8.jpg,shortsleeve,xkcd:dark,denimpants,xkcd:slate grey,-1,36
..\object_detection\ClothesCategory_v9\test\images\4615720_jpg.rf.e1a901644cb7e0fcc351f35db1c60624.jpg,jacket,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\46230699_jpg.rf.782247e5399424264dd9e0c2031fef79.jpg,coat,xkcd:dark grey,slacks,xkcd:charcoal grey,49,49
..\object_detection\ClothesCategory_v9\test\images\46558049_jpg.rf.9cf4f9f336f08e7a51c289ff48194365.jpg,blazer,xkcd:light grey,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\46594540_jpg.rf.5ba53b9ebfcefbb0cfcf8ec10ac7ade8.jpg,shortsleeve,xkcd:silver,shortpants,xkcd:pale grey,-1,9
..\object_detection\ClothesCategory_v9\test\images\47725353_jpg.rf.bc73169d2e74c4f916a196b60dc8182f.jpg,cardigan,xkcd:charcoal grey,shortpants,xkcd:dark grey blue,49,72
..\object_detection\ClothesCategory_v9\test\images\47848679_jpg.rf.7e9053953a3581a60f3989e88638ad6b.jpg,padding,xkcd:almost black,cottonpants,xkcd:warm grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\48030305_jpg.rf.6e4c4ffc69fffbb513b60082ec40cc7d.jpg,shortsleeve,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\48153836_jpg.rf.d60f6afdcac35ef0c90dfc9a5e3334e3.jpg,shortsleeve,xkcd:pale,shortpants,xkcd:pinkish grey,9,-1
..\object_detection\ClothesCategory_v9\test\images\48303046_jpg.rf.7a1134aa7f709e99a00f6f248c918fd5.jpg,jacket,xkcd:almost black,skirt,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\48628388_jpg.rf.aebca6beeb0388f3a6292681293d8197.jpg,jacket,xkcd:black,trainingpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\48945062_jpg.rf.43cacbf5b6981307d402d81cb7314f88.jpg,shortsleeve,xkcd:cool grey,skirt,xkcd:almost black,19,-1
..\object_detection\ClothesCategory_v9\test\images\49087901_jpg.rf.5ce63ef345831ac75090df4db7b2bf7f.jpg,mtm,xkcd:dark blue grey,trainingpants,xkcd:cool grey,72,19
..\object_detection\ClothesCategory_v9\test\images\4933404_jpg.rf.3c64c3f3c126ca07e48ed8afa389e198.jpg,mtm,xkcd:charcoal grey,trainingpants,xkcd:almost black,49,-1
..\object_detection\ClothesCategory_v9\test\images\49701152_jpg.rf.9c1cd73da606a0a4f92f0d2df427be1f.jpg,jacket,xkcd:purple brown,denimpants,xkcd:almost black,15,-1
..\object_detection\ClothesCategory_v9\test\images\5021131_jpg.rf.a612a22df3e1e0f7aeec5d556514de01.jpg,shortsleeve,xkcd:cool grey,shortpants,xkcd:dark,19,-1
..\object_detection\ClothesCategory_v9\test\images\5112668_blurr_jpg.rf.62a52e3f9b3343b29ffb73eaf2a0fdbf.jpg,blazer,xkcd:dark,slacks,xkcd:dark brown,-1,59
..\object_detection\ClothesCategory_v9\test\images\5180050_blurr_jpg.rf.c9888c48e72dbc5154a31cf574ee2830.jpg,longsleeve,xkcd:almost black,denimpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\5419809_jpg.rf.ac1d43327d3484684e569f878a97703d.jpg,shirt,xkcd:almost black,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\5462295_blurr_jpg.rf.3c946378c162117486f50f9741dab977.jpg,shortsleeve,xkcd:dark,shortpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\5498116_blurr_jpg.rf.8214c12311182b946fee891af5db1315.jpg,shirt,xkcd:almost black,slacks,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\5754106_blurr_jpg.rf.129357df05fc6da674eca5ea7713a2a1.jpg,shortsleeve,xkcd:purpley grey,shortpants,xkcd:charcoal,70,49
..\object_detection\ClothesCategory_v9\test\images\5978412_blurr_jpg.rf.683f948277331a24738eec875adc2cb4.jpg,shortsleeve,xkcd:light grey,denimpants,xkcd:dark grey blue,-1,72
..\object_detection\ClothesCategory_v9\test\images\6091874_jpg.rf.befd97163d0038c29c4c00c78bddbc87.jpg,longsleeve,xkcd:dark grey,cottonpants,xkcd:warm grey,49,70
..\object_detection\ClothesCategory_v9\test\images\6146204_blurr_jpg.rf.676caab11ab7205fbb2ecad433c443c7.jpg,blazer,xkcd:almost black,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\6185792_jpg.rf.9e86453fb5782cb292896909f5676a75.jpg,coat,xkcd:almost black,slacks,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\6459591_jpg.rf.35dbd70383a9064b84b5083b45a3b8dd.jpg,shirt,xkcd:ice,slacks,xkcd:almost black,0,-1
..\object_detection\ClothesCategory_v9\test\images\6479257_blurr_jpg.rf.f96e24077347d85b3a2febeb747be160.jpg,blazer,xkcd:dark,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\6793817_jpg.rf.9aede0d2c9b97caca2e9b4c444a6fe9b.jpg,blazer,xkcd:dark,slacks,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\7107726_blurr_jpg.rf.b2f3f7b77500ce0281d39e75f146cc1a.jpg,cardigan,xkcd:plum,slacks,xkcd:almost black,6,-1
..\object_detection\ClothesCategory_v9\test\images\7120771_jpg.rf.bf9e57ff2d23e665bd201d1776d57d1c.jpg,shirt,xkcd:pinkish grey,cottonpants,xkcd:brown grey,-1,17
..\object_detection\ClothesCategory_v9\test\images\7156856_blurr_jpg.rf.ef858a7827e0b8b04aeafa1d7d3f4ad0.jpg,padding,xkcd:dark,denimpants,xkcd:pinkish grey,-1,-1
..\object_detection\ClothesCategory_v9\test\images\7227225_jpg.rf.dc061288f58a28637a9cbe2a8c4a1257.jpg,padding,xkcd:silver,skirt,xkcd:gunmetal,-1,36
..\object_detection\ClothesCategory_v9\test\images\7496824_jpg.rf.c584d97929a564b94458e257db20723c.jpg,mtm,xkcd:almost black,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\7560301_jpg.rf.9b8a8d2ef8fe6f2e1bea667ca55ec32b.jpg,coat,xkcd:black,slacks,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\7574785_jpg.rf.5d4f413cfa0733116957eeb8ae447854.jpg,shirt,xkcd:pinkish grey,slacks,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\7685222_jpg.rf.dd5dc95992eabd7743745cdedf78c144.jpg,padding,xkcd:pinkish grey,denimpants,xkcd:slate,-1,36
..\object_detection\ClothesCategory_v9\test\images\7784781_jpg.rf.d8a6c19bf4f7c5fde4a5581f5c2e2b70.jpg,padding,xkcd:gunmetal,cottonpants,xkcd:light grey,36,-1
..\object_detection\ClothesCategory_v9\test\images\7870307_jpg.rf.c03ec4ffe5d051dcc0667651bfe46934.jpg,mtm,xkcd:charcoal,slacks,xkcd:pale,49,9
..\object_detection\ClothesCategory_v9\test\images\7899461_jpg.rf.9e9177281502c282557ebcfba1542bd3.jpg,padding,xkcd:dark blue grey,denimpants,xkcd:dark,72,-1
..\object_detection\ClothesCategory_v9\test\images\7963641_blurr_jpg.rf.791c2682d90c82d7b99d6b65a21cd123.jpg,hoodies,xkcd:gunmetal,denimpants,xkcd:dark,36,-1
..\object_detection\ClothesCategory_v9\test\images\8151671_jpg.rf.5ebaf2542d969b52d9620f8bc004b85f.jpg,cardigan,xkcd:purplish brown,skirt,xkcd:black,15,-1
..\object_detection\ClothesCategory_v9\test\images\8370204_jpg.rf.624de1377eed66619df2314e8374a0ce.jpg,jacket,xkcd:almost black,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\8386362_jpg.rf.c26cc8f2855db25e20149283f1f28023.jpg,blazer,xkcd:almost black,denimpants,xkcd:dark grey,-1,49
..\object_detection\ClothesCategory_v9\test\images\8465411_jpg.rf.4aaa0459e7feed7d659f2b42beb90dbf.jpg,cardigan,xkcd:dark,slacks,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\8547883_jpg.rf.e2a3cf47bc66f8c4c90a4ddfe158893c.jpg,hoodies,xkcd:dark,trainingpants,xkcd:warm grey,-1,70
..\object_detection\ClothesCategory_v9\test\images\8860967_jpg.rf.55547bbdb037f7fca1f1984c00896162.jpg,coat,xkcd:dusk,trainingpants,xkcd:warm grey,36,70
..\object_detection\ClothesCategory_v9\test\images\8877131_jpg.rf.d227c58dad85d9e3d81f2308660db007.jpg,padding,xkcd:battleship grey,denimpants,xkcd:dark,12,-1
..\object_detection\ClothesCategory_v9\test\images\9084678_blurr_jpg.rf.8b3fd2402ba06983180d9d4f7d7c9966.jpg,mtm,xkcd:dark grey blue,cottonpants,xkcd:medium grey,72,21
..\object_detection\ClothesCategory_v9\test\images\9215774_blurr_jpg.rf.a78d7d305dce0e103604f93be0479f04.jpg,longsleeve,xkcd:dark,denimpants,xkcd:almost black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\9437948_blurr_jpg.rf.4055a0d9f93bf53db8b8998563796a09.jpg,jacket,xkcd:dark grey blue,slacks,xkcd:almost black,72,-1
..\object_detection\ClothesCategory_v9\test\images\9452814_jpg.rf.9354bc6d9b4330e21cb1da191de5d548.jpg,shortsleeve,xkcd:almost black,shortpants,xkcd:dusky blue,-1,12
..\object_detection\ClothesCategory_v9\test\images\9726495_jpg.rf.5e8197cfb4d13e0a3e4abfaea8482a7d.jpg,blazer,xkcd:dark,denimpants,xkcd:dark,-1,-1
..\object_detection\ClothesCategory_v9\test\images\9741487_jpg.rf.bf12e4e0a928c423f30880890cd11468.jpg,mtm,xkcd:black,trainingpants,xkcd:medium grey,-1,21
..\object_detection\ClothesCategory_v9\test\images\9800219_jpg.rf.4a34876e814f8615aab1c8fb1c86d0f6.jpg,shirt,xkcd:dark,shortpants,xkcd:black,-1,-1
..\object_detection\ClothesCategory_v9\test\images\9961723_blurr_jpg.rf.3ddf1a20abc16b22dd10a62e4c48b9f8.jpg,blazer,xkcd:almost black,denimpants,xkcd:bluey grey,-1,19
